Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,transf log(1/p val),Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-176409,APC/C:Cdc20 mediated degradation of mitotic proteins,4,75,0.005263897,0.835953866,,0.835953866,13,13,0.001056224,9606,Homo sapiens,Pttg1;Ube2d1;Cdk1;Psmb9,,R-HSA-174144;R-HSA-174120;R-HSA-174121;R-HSA-174255;R-HSA-174157;R-HSA-179410;R-HSA-174227;R-HSA-174202;R-HSA-174171;R-HSA-174104;R-HSA-179417;R-HSA-174238;R-HSA-179421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-3301854,Nuclear Pore Complex (NPC) Disassembly,2,42,0.002947782,0.839111166,,0.839111166,2,2,1.62E-04,9606,Homo sapiens,Nek7;Cdk1,,R-HSA-2990880;R-HSA-2990882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-392518,Signal amplification,2,42,0.002947782,0.839111166,,0.839111166,4,18,0.001462463,9606,Homo sapiens,P2ry12;Gnai1,,R-HSA-417829;R-HSA-392195;R-HSA-392187;R-HSA-392202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-163560,Triglyceride catabolism,2,42,0.002947782,0.839111166,,0.839111166,2,17,0.001381215,9606,Homo sapiens,Ppp1cb;Cav1,,R-HSA-163568;R-HSA-163418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-1630316,Glycosaminoglycan metabolism,11,182,0.012773723,0.839158377,,0.839158377,36,88,0.007149821,9606,Homo sapiens,Chst11;Hexb;Sdc4;Sdc3;St3gal1;Dse;Csgalnact1;Hmmr;B3gnt2;Sat1;Cd44,,R-HSA-2076383;R-HSA-2076508;R-HSA-1971482;R-HSA-1971483;R-HSA-2105001;R-HSA-2024084;R-HSA-2076371;R-HSA-2162225;R-HSA-2046285;R-HSA-2022860;R-HSA-2160884;R-HSA-2022856;R-HSA-2022919;R-HSA-2160892;R-HSA-2076611;R-HSA-2076419;R-HSA-2022851;R-HSA-1889981;R-HSA-2025724;R-HSA-9638064;R-HSA-1667005;R-HSA-427555;R-HSA-1889978;R-HSA-9638075;R-HSA-9638078;R-HSA-1878002;R-HSA-9638076;R-HSA-2024108;R-HSA-2160915;R-HSA-2076392;R-HSA-2022887;R-HSA-2024100;R-HSA-2022052;R-HSA-1638053;R-HSA-1889955;R-HSA-1678694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-6798695,Neutrophil degranulation,32,480,0.033688939,0.839263438,,0.839263438,10,10,8.12E-04,9606,Homo sapiens,Cyb5r3;Creg1;Cpne3;Enpp4;Ypel5;Svip;Tmem30a;Ctss;Manba;Ddx3y;Dpp7;Fuca2;Pecam1;C3ar1;Cd44;Rab31;Pigr;Aldh3b1;Mettl7a1;Hexb;Lamp2;Rab37;Nckap1l;Ggh;Anpep;Fcer1g;Plau;Ifi204;Ang;Frk;Tlr2;Ctsa,,R-HSA-6798743;R-HSA-6799350;R-HSA-6798739;R-HSA-6800434;R-HSA-6798751;R-HSA-6798749;R-HSA-6798748;R-HSA-6798747;R-HSA-6800426;R-HSA-6798745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-176814,Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins,4,76,0.005334082,0.843301035,,0.843301035,15,15,0.00121872,9606,Homo sapiens,Pttg1;Ube2d1;Cdk1;Psmb9,,R-HSA-174144;R-HSA-174119;R-HSA-174120;R-HSA-174121;R-HSA-174255;R-HSA-174157;R-HSA-179410;R-HSA-174227;R-HSA-174132;R-HSA-174202;R-HSA-174171;R-HSA-174104;R-HSA-179417;R-HSA-174238;R-HSA-179421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-392517,Rap1 signalling,1,24,0.001684447,0.846596618,,0.846596618,3,7,5.69E-04,9606,Homo sapiens,Rap1gap2,,R-HSA-913996;R-HSA-392513;R-HSA-913993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-5627117,RHO GTPases Activate ROCKs,1,24,0.001684447,0.846596618,,0.846596618,2,6,4.87E-04,9606,Homo sapiens,Ppp1cb,,R-HSA-419232;R-HSA-419083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-937041,IKK complex recruitment mediated by RIP1,1,24,0.001684447,0.846596618,,0.846596618,1,3,2.44E-04,9606,Homo sapiens,Ube2d1,,R-HSA-168915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-2142688,Synthesis of 5-eicosatetraenoic acids,1,24,0.001684447,0.846596618,,0.846596618,1,4,3.25E-04,9606,Homo sapiens,Alox5ap,,R-HSA-265296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-2243919,Crosslinking of collagen fibrils,1,24,0.001684447,0.846596618,,0.846596618,3,13,0.001056224,9606,Homo sapiens,Loxl2,,R-HSA-2022141;R-HSA-2395340;R-HSA-2002466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-881907,Gastrin-CREB signalling pathway via PKC and MAPK,1,24,0.001684447,0.846596618,,0.846596618,2,9,7.31E-04,9606,Homo sapiens,Rps6ka2,,R-HSA-199895;R-HSA-198746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-1237112,Methionine salvage pathway,1,24,0.001684447,0.846596618,,0.846596618,1,7,5.69E-04,9606,Homo sapiens,Adi1,,R-HSA-1237119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-1834941,STING mediated induction of host immune responses,1,24,0.001684447,0.846596618,,0.846596618,1,19,0.001543711,9606,Homo sapiens,Dtx4,,R-HSA-2396007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-69481,G2/M Checkpoints,9,154,0.010808535,0.847638748,,0.847638748,9,24,0.001949951,9606,Homo sapiens,Cds1;Wrn;Sumo1;Hist2h2be;Cdk1;Atm;Psmb9;Bard1,,R-HSA-75809;R-HSA-5683735;R-HSA-69891;R-HSA-6799332;R-HSA-170070;R-HSA-170055;R-HSA-8852354;R-HSA-5683792;R-HSA-5683774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-8853659,RET signaling,2,43,0.003017967,0.848500824,,0.848500824,24,24,0.001949951,9606,Homo sapiens,Ret;Pik3r3,,R-HSA-8853734;R-HSA-8854981;R-HSA-8855747;R-HSA-8853762;R-HSA-8853793;R-HSA-8855617;R-HSA-8853792;R-HSA-8853774;R-HSA-8855564;R-HSA-8855915;R-HSA-8853737;R-HSA-8853801;R-HSA-8853800;R-HSA-8855508;R-HSA-8854899;R-HSA-8854897;R-HSA-8853745;R-HSA-8853789;R-HSA-8854908;R-HSA-8853755;R-HSA-8871227;R-HSA-8871226;R-HSA-8854905;R-HSA-8853753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-5693567,HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA),7,124,0.008702976,0.849339629,,0.849339629,32,42,0.003412415,9606,Homo sapiens,Wrn;Xrcc3;Sumo1;Hist2h2be;Atm;Bard1,,R-HSA-5684887;R-HSA-5684052;R-HSA-5693589;R-HSA-5684882;R-HSA-5685011;R-HSA-5686483;R-HSA-5693584;R-HSA-5685341;R-HSA-5693593;R-HSA-5685319;R-HSA-5686469;R-HSA-5684096;R-HSA-5686657;R-HSA-5685838;R-HSA-5684108;R-HSA-5693580;R-HSA-5686410;R-HSA-5684875;R-HSA-5693620;R-HSA-5686642;R-HSA-5684081;R-HSA-5693564;R-HSA-5693561;R-HSA-5693542;R-HSA-5684071;R-HSA-5685156;R-HSA-5693539;R-HSA-5685985;R-HSA-5684140;R-HSA-5685994;R-HSA-5693608;R-HSA-5686440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-73929,"Base-Excision Repair, AP Site Formation",3,61,0.004281303,0.854276352,,0.854276352,6,61,0.004956126,9606,Homo sapiens,Hist2h2be;Pot1a,,R-HSA-9629216;R-HSA-9629483;R-HSA-9629195;R-HSA-9629497;R-HSA-9629372;R-HSA-9629373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-5628897,TP53 Regulates Metabolic Genes,7,125,0.008773161,0.854836862,,0.854836862,8,34,0.002762431,9606,Homo sapiens,Cox7a2l;Rrm2b;Akt3;Pten,,R-HSA-198609;R-HSA-5632887;R-HSA-2321904;R-HSA-2318752;R-HSA-5632993;R-HSA-5632892;R-HSA-163214;R-HSA-5632939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-975871,MyD88 cascade initiated on plasma membrane,5,94,0.006597417,0.856407309,,0.856407309,21,58,0.004712382,9606,Homo sapiens,Mapkapk3;Rps6ka5;Irak2;Rps6ka2;Nod1,,R-HSA-936942;R-HSA-975852;R-HSA-199910;R-HSA-450337;R-HSA-198756;R-HSA-450222;R-HSA-975879;R-HSA-450346;R-HSA-936963;R-HSA-936960;R-HSA-198669;R-HSA-936991;R-HSA-936986;R-HSA-199895;R-HSA-450257;R-HSA-198746;R-HSA-168184;R-HSA-975861;R-HSA-450333;R-HSA-199935;R-HSA-975857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-168142,Toll Like Receptor 10 (TLR10) Cascade,5,94,0.006597417,0.856407309,,0.856407309,21,59,0.00479363,9606,Homo sapiens,Mapkapk3;Rps6ka5;Irak2;Rps6ka2;Nod1,,R-HSA-936942;R-HSA-975852;R-HSA-199910;R-HSA-450337;R-HSA-198756;R-HSA-450222;R-HSA-975879;R-HSA-450346;R-HSA-936963;R-HSA-936960;R-HSA-198669;R-HSA-936991;R-HSA-936986;R-HSA-199895;R-HSA-450257;R-HSA-198746;R-HSA-168184;R-HSA-975861;R-HSA-450333;R-HSA-199935;R-HSA-975857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-168176,Toll Like Receptor 5 (TLR5) Cascade,5,94,0.006597417,0.856407309,,0.856407309,21,59,0.00479363,9606,Homo sapiens,Mapkapk3;Rps6ka5;Irak2;Rps6ka2;Nod1,,R-HSA-936942;R-HSA-975852;R-HSA-199910;R-HSA-450337;R-HSA-198756;R-HSA-450222;R-HSA-975879;R-HSA-450346;R-HSA-936963;R-HSA-936960;R-HSA-198669;R-HSA-936991;R-HSA-936986;R-HSA-199895;R-HSA-450257;R-HSA-198746;R-HSA-168184;R-HSA-975861;R-HSA-450333;R-HSA-199935;R-HSA-975857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-212300,PRC2 methylates histones and DNA,2,44,0.003088153,0.857389054,,0.857389054,4,4,3.25E-04,9606,Homo sapiens,Hist2h2be,,R-HSA-212263;R-HSA-212222;R-HSA-212269;R-HSA-212252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-2024096,HS-GAG degradation,2,44,0.003088153,0.857389054,,0.857389054,3,14,0.001137472,9606,Homo sapiens,Sdc4;Sdc3,,R-HSA-1667005;R-HSA-2024084;R-HSA-1678694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-419037,NCAM1 interactions,2,44,0.003088153,0.857389054,,0.857389054,2,10,8.12E-04,9606,Homo sapiens,St8sia4;Col6a6,,R-HSA-422454;R-HSA-375151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-74217,Purine salvage,2,44,0.003088153,0.857389054,,0.857389054,2,11,8.94E-04,9606,Homo sapiens,Hprt;Gmpr,,R-HSA-74215;R-HSA-514604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-8948216,Collagen chain trimerization,2,44,0.003088153,0.857389054,,0.857389054,2,28,0.002274943,9606,Homo sapiens,Deptor;Col6a6,,R-HSA-8944236;R-HSA-8944247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-9009391,Extra-nuclear estrogen signaling,6,110,0.007720382,0.857698591,,0.857698591,18,38,0.003087423,9606,Homo sapiens,Egf;Cav1;Akt3;Gnai1;Pik3r3;Pdk1,,R-HSA-199298;R-HSA-9632918;R-HSA-9021068;R-HSA-9632858;R-HSA-9021601;R-HSA-9021600;R-HSA-9625465;R-HSA-437195;R-HSA-437192;R-HSA-9632412;R-HSA-9021596;R-HSA-9021660;R-HSA-9625482;R-HSA-9632906;R-HSA-9632910;R-HSA-9624526;R-HSA-9625487;R-HSA-9021079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-3214847,HATs acetylate histones,6,110,0.007720382,0.857698591,,0.857698591,5,15,0.00121872,9606,Homo sapiens,Kat2b;Hist2h2be;Jade2;Jade3;Taf9b,,R-HSA-3301237;R-HSA-3697008;R-HSA-3662335;R-HSA-3318415;R-HSA-3318413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-179409,APC-Cdc20 mediated degradation of Nek2A,1,25,0.001754632,0.858132935,,0.858132935,3,3,2.44E-04,9606,Homo sapiens,Ube2d1,,R-HSA-179410;R-HSA-179417;R-HSA-179421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-2142700,Synthesis of Lipoxins (LX),1,25,0.001754632,0.858132935,,0.858132935,3,8,6.50E-04,9606,Homo sapiens,Alox5ap,,R-HSA-2161907;R-HSA-266051;R-HSA-2161917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-111931,PKA-mediated phosphorylation of CREB,1,25,0.001754632,0.858132935,,0.858132935,2,6,4.87E-04,9606,Homo sapiens,Prkar2b,,R-HSA-111925;R-HSA-8951727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-71288,Creatine metabolism,1,25,0.001754632,0.858132935,,0.858132935,1,6,4.87E-04,9606,Homo sapiens,Ckmt1,,R-HSA-200326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-162594,Early Phase of HIV Life Cycle,1,25,0.001754632,0.858132935,,0.858132935,6,38,0.003087423,9606,Homo sapiens,Ccr5,,R-HSA-164515;R-HSA-164500;R-HSA-164507;R-HSA-164521;R-HSA-164524;R-HSA-164508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-428643,Organic anion transporters,1,25,0.001754632,0.858132935,,0.858132935,1,9,7.31E-04,9606,Homo sapiens,Slc17a5,,R-HSA-428585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-373753,Nephrin family interactions,1,25,0.001754632,0.858132935,,0.858132935,1,13,0.001056224,9606,Homo sapiens,Magi2,,R-HSA-451403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-201681,TCF dependent signaling in response to WNT,13,216,0.015160022,0.859614951,,0.859614951,33,71,0.005768606,9606,Homo sapiens,Cav1;Hist2h2be;Cul3;Lgr4;Csnk1a1;Tcf4;Psmb9;Cxxc4;Pip5k1b;Wnt4;Ppp2r5a,,R-HSA-1504213;R-HSA-3299569;R-HSA-3322422;R-HSA-5368596;R-HSA-3601585;R-HSA-3364026;R-HSA-3322427;R-HSA-3322424;R-HSA-4411351;R-HSA-201685;R-HSA-5368582;R-HSA-1504193;R-HSA-4641246;R-HSA-3640874;R-HSA-3364014;R-HSA-5665608;R-HSA-4411357;R-HSA-3769370;R-HSA-3361751;R-HSA-4411367;R-HSA-3451153;R-HSA-1504190;R-HSA-4641260;R-HSA-3772434;R-HSA-1458875;R-HSA-3772436;R-HSA-4641256;R-HSA-4411372;R-HSA-4641206;R-HSA-4641205;R-HSA-201712;R-HSA-3364042;R-HSA-3451147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-5250924,B-WICH complex positively regulates rRNA expression,3,62,0.004351488,0.861676018,,0.861676018,2,3,2.44E-04,9606,Homo sapiens,Kat2b;Hist2h2be,,R-HSA-5250930;R-HSA-5250938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-73887,Death Receptor Signalling,9,157,0.01101909,0.862288203,,0.862288203,24,90,0.007312317,9606,Homo sapiens,Casp8;Rasgrf2;Bag4;Clip4;Sppl2a;Tnfsf10;Cyld;Vav1;Rtn4,,R-HSA-5634228;R-HSA-5357776;R-HSA-193696;R-HSA-83586;R-HSA-5357845;R-HSA-141316;R-HSA-75238;R-HSA-75240;R-HSA-3371353;R-HSA-75146;R-HSA-205039;R-HSA-2672196;R-HSA-83660;R-HSA-9012761;R-HSA-5692550;R-HSA-140978;R-HSA-141139;R-HSA-75187;R-HSA-193655;R-HSA-5357828;R-HSA-5357860;R-HSA-5357831;R-HSA-5357928;R-HSA-8863101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
