Gene Name	deltaFC_Male	interaction_padj_Male	FC_Male_6hr_TGvsDMSO	padj_Male_6hr_TGvsDMSO	FC_Male_12hr_TGvsDMSO	padj_Male_12hr_TGvsDMSO
Noc3l	-0.081186603	0.744410863	0.743283877	1.97E-13	0.662097274	9.32E-10
Noc4l	0.469015133	0.046092763	0.501311211	0.000176608	0.970326344	1.20E-12
Nod1	-0.101356914	0.630878655	-0.968095303	3.81E-27	-1.069452217	1.68E-29
Nod2	-2.432470506	NA	0.899680173	0.42259151	-1.532790334	0.120071339
Nol10	0.05004706	0.869398911	0.444029798	0.000244576	0.494076858	9.90E-05
Nol11	0.012123039	0.962420975	0.349690309	0.000121412	0.361813348	0.000172503
Nol12	0.320821915	0.088785947	0.46995471	5.68E-06	0.790776626	1.11E-13
Nol3	0.238717374	0.286757674	-0.577255182	2.91E-07	-0.338537807	0.005780966
Nol4	-0.224787059	0.042593585	-0.292761469	2.45E-06	-0.517548528	7.19E-16
Nol4l	-0.373660529	0.049844926	-0.701231907	1.78E-11	-1.074892436	6.38E-23
Nol6	0.046168579	0.805559394	0.404457135	6.35E-08	0.450625714	1.16E-08
Nol7	0.117197541	0.543113982	0.181074978	0.058504308	0.298272519	0.001706872
Nol8	-0.326687846	0.029398209	1.217852702	4.36E-51	0.891164856	2.03E-24
Nol9	0.067426352	0.756779827	0.3065054	0.000877071	0.373931751	9.08E-05
Nolc1	0.000439386	0.998318166	0.74171643	2.58E-30	0.742155816	5.34E-27
Nom1	-0.094130989	0.629837732	0.237678483	0.008577589	0.143547494	0.148598681
Nomo1	0.489849456	2.68E-05	0.220000255	0.003452223	0.709849711	1.06E-21
Nono	0.011360904	0.942402124	-0.046230504	0.515690072	-0.0348696	0.639467331
Nop10	0.374474759	0.01724669	0.170801702	0.087876815	0.545276461	6.13E-09
Nop14	0.144855945	0.357697717	0.820070076	1.89E-28	0.964926021	3.27E-34
Nop16	0.38501422	0.063753927	0.687017376	1.50E-09	1.072031596	9.92E-20
Nop2	0.102230885	0.583074228	0.536240996	6.05E-11	0.638471881	1.50E-13
Nop56	0.02546866	0.90607593	0.567187652	1.30E-12	0.592656312	2.86E-12
Nop58	-0.030397042	0.905917609	1.417209178	8.91E-53	1.386812136	2.60E-44
Nop9	0.053609617	0.79270103	0.270101761	0.0014551	0.323711378	0.000236446
Nos1	-1.744228033	0.110806963	1.039978024	0.105784953	-0.704250009	0.328042985
Nos1ap	0.152553757	NA	-0.699953042	0.40693583	-0.547399285	0.529209919
Nos2	-1.4435761	0.198834016	2.215010174	0.000254304	0.771434074	0.255800402
Nos3	-0.004953726	0.993677995	-0.981460333	6.26E-06	-0.986414059	2.23E-05
Nosip	0.229042172	0.317659078	0.319711716	0.007345318	0.548753888	5.08E-06
Nostrin	-0.027535627	0.967786124	-0.24409297	0.395315477	-0.271628596	0.348687744
Notch1	-0.270839054	0.220480204	-0.511393898	7.33E-06	-0.782232952	3.83E-11
Notch2	0.28961413	0.544672352	-0.301982996	0.226442869	-0.012368866	0.969394146
Notch3	-0.530382742	0.400633664	-1.4090576	4.27E-06	-1.939440342	9.93E-10
Notch4	-0.347705592	0.28237485	-1.797489213	3.22E-30	-2.145194805	1.77E-38
Nov	-0.663385952	NA	-0.507022566	0.63548911	-1.170408518	0.316509324
Nova1	-0.408246058	0.066512257	-0.207782355	0.12588377	-0.616028413	2.49E-06
Nova2	-0.112742128	0.698906489	-0.401161384	0.001729736	-0.513903512	0.000122921
Noxo1	0.281770351	0.510287151	-0.946049146	3.26E-06	-0.664278794	0.001552622
Noxred1	-0.214215828	0.860155276	0.357212295	0.548669064	0.142996468	0.818743617
Npas2	0.505908005	0.556520547	2.292341625	1.21E-09	2.79824963	1.01E-11
Npas3	0.045867083	0.94814703	0.411846561	0.163298812	0.457713644	0.126628007
Npas4	-0.0599583	0.943720211	1.083850172	0.000409936	1.023891873	0.00420018
Npat	-0.403526101	0.051755812	0.139293008	0.302012658	-0.264233093	0.042030888
Npb	-0.41602485	NA	-0.84035014	0.46445719	-1.25637499	0.254993626
Npc1	0.06460019	0.678837734	0.130859862	0.074616156	0.195460053	0.007824283
Npc1l1	-0.338197776	NA	1.480863046	0.041567957	1.142665271	0.132337704
Npc2	0.177580361	0.046288473	-0.307643509	4.03E-10	-0.130063149	0.01824804
Npcd	-0.307310152	NA	0.279258521	0.869111917	-0.028051631	0.990543851
Npdc1	0.441140699	0.014122802	-0.087322791	0.492753735	0.353817908	0.00161979
Npepl1	0.329705287	0.325776347	-0.049002862	0.827309593	0.280702424	0.143451368
Npepps	-0.316871779	0.002397105	-0.204653151	0.001306419	-0.521524931	3.54E-16
Npff	-0.306803185	0.794604289	-0.057241466	0.930924059	-0.364044651	0.54711007
Nphp1	0.227186078	0.120489194	-0.165344411	0.052684041	0.061841666	0.530958472
Nphp3	-0.140043876	0.743124329	-0.334500263	0.084879661	-0.474544139	0.016355986
Nphp4	-0.72871014	0.003942361	0.97833866	2.54E-11	0.24962852	0.145432608
Nphs1	-2.140566967	NA	-1.332174939	0.049037036	-3.472741906	2.53E-06
Npl	-0.695717383	NA	-1.18833067	0.118271787	-1.884048053	0.012946522
Nploc4	-0.083167272	0.492077004	0.418021863	3.16E-14	0.334854592	1.57E-08
Npm1	0.202560975	0.1674151	0.47421192	4.38E-10	0.676772894	1.91E-17
Npm2	-0.283137917	NA	1.123842734	0.101064418	0.840704818	0.199023219
Npm3	0.842608792	4.16E-05	0.322553249	0.016775214	1.165162041	4.11E-19
Npm3-ps1	1.593285238	NA	0.565030678	0.757796903	2.158315916	0.210291858
Npnt	-0.198077752	0.44306547	-1.382796517	5.04E-32	-1.580874269	1.34E-36
Npr1	-0.251766835	0.239435002	-0.704309098	4.14E-11	-0.956075933	3.74E-17
Npr2	-0.078730205	0.726191688	-0.304987433	0.001823336	-0.383717638	0.000147972
Npr3	-1.259321802	NA	0.2840996	0.811487452	-0.975222202	0.384097347
Nprl2	0.165078207	0.373522876	0.358013768	0.000102648	0.523091974	3.09E-08
Nprl3	-0.048079205	0.804758771	0.063886245	0.505834398	0.01580704	0.882334648
Nptn	0.026674329	0.880667385	-0.280744403	5.67E-05	-0.254070075	0.000605682
Nptx1	-1.592383938	1.54E-11	-1.716465285	1.42E-34	-3.308849223	2.91E-90
Nptx2	0.818869802	0.27046955	-0.269509778	0.564203903	0.549360025	0.213100512
Nptxr	-0.072393132	0.884181812	-0.631885137	0.001422579	-0.704278269	0.000674067
Npy	-2.425733598	0.217664717	0.390731784	0.769954651	-2.035001813	0.078963646
Nqo1	0.138498352	0.792776952	-1.36842	2.16E-11	-1.229921648	6.44E-08
Nqo2	-0.037040335	0.906687852	-0.550939066	3.96E-06	-0.587979401	3.65E-06
Nr1d1	-0.907505637	0.014796834	-0.366181007	0.123280232	-1.273686644	1.76E-08
Nr1d2	-0.675668433	0.048786945	0.014238466	0.958345418	-0.661429967	0.001413729
Nr1h2	0.257218078	0.052248675	0.129032236	0.116132102	0.386250314	6.32E-07
Nr1h3	-0.015170185	0.973352683	0.100727934	0.614993573	0.085557749	0.676060668
Nr1h4	-0.3635057	0.262861299	-0.454644987	0.008791772	-0.818150687	2.30E-06
Nr1i2	0.767462137	NA	-1.491430434	0.125060431	-0.723968296	0.495052459
Nr2c1	0.131005982	0.624880476	0.920179761	1.46E-15	1.051185742	6.48E-18
Nr2c2	-0.318189874	0.028131583	0.051670547	0.618933611	-0.266519328	0.002918259
Nr2c2ap	0.461257919	0.00566767	1.041321991	1.41E-28	1.502579909	1.60E-51
Nr2f1	-3.188613529	NA	0.451023221	0.714871347	-2.737590308	0.038113123
Nr2f2	-0.141744002	0.8625991	-0.305126409	0.425239713	-0.44687041	0.236755353
Nr2f6	0.343745909	0.072299146	-0.624871925	2.02E-09	-0.281126016	0.01562146
Nr3c1	-0.492257786	2.18E-05	-0.04661675	0.606265871	-0.538874536	5.77E-13
Nr3c2	-0.390745806	0.061792513	-0.713666473	2.50E-10	-1.10441228	4.30E-20
Nr4a1	-0.196167114	0.812937166	1.509807112	5.28E-06	1.313639998	0.000208002
Nr4a2	-0.098145493	0.794475768	1.016720268	9.43E-12	0.918574775	7.08E-09
Nr4a3	-0.452575553	0.655444882	0.997049371	0.02797069	0.544473818	0.317517255
Nr5a2	-0.416100583	NA	-1.127447266	0.073066292	-1.543547849	0.017038323
Nr6a1	-0.327469168	0.0828196	-0.025274971	0.85830203	-0.352744139	0.001582315
Nradd	0.798175562	0.336483277	0.13761379	0.799364282	0.935789352	0.045000639
Nrarp	-0.109734834	0.917369808	-2.025894365	3.10E-07	-2.135629198	2.59E-07
Nras	-0.145977207	0.451862799	0.100411995	0.356222852	-0.045565212	0.703986137
Nrbf2	0.240044139	0.30005963	0.606528368	1.38E-07	0.846572507	1.69E-12
Nrbp1	0.183269379	0.138496951	0.507315197	2.63E-15	0.690584576	1.68E-24
Nrbp2	-0.215022101	0.30005963	-0.465925968	8.36E-06	-0.680948069	2.48E-10
Nrcam	0.607285659	0.003555943	0.474428256	0.000144619	1.081713914	1.28E-17
Nrd1	0.065871478	0.583074228	0.303202164	1.22E-08	0.369073643	4.03E-11
Nrde2	0.069334791	0.801278851	-0.157523469	0.214428521	-0.088188678	0.528164493
Nrep	-0.342182658	0.150171235	-0.099417512	0.518062413	-0.44160017	0.001290542
Nrf1	0.141053878	0.313869078	1.400827219	8.81E-102	1.541881097	2.62E-104
Nrg1	1.408989753	NA	-0.071744907	0.963810524	1.337244846	0.441361375
Nrg2	-1.062644779	NA	0.076254433	0.936724535	-0.986390346	0.268914577
Nrg4	0.507905988	NA	-0.810485445	0.381569895	-0.302579457	0.734257042
Nrgn	-0.191328479	NA	-2.173536545	0.03649463	-2.364865024	0.031626894
Nrip1	-0.175871827	0.43727209	0.89972093	6.71E-18	0.723849103	1.20E-10
Nrip2	3.202436369	7.98E-31	2.33906737	2.93E-48	5.541503739	9.28E-156
Nrip3	0.675101249	0.001296556	0.266366052	0.045058871	0.941467301	1.11E-12
Nrk	-3.189645463	NA	-1.963777155	0.25977524	-5.153422618	0.006733087
Nrl	3.594218341	NA	-1.164621429	0.529760114	2.429596912	0.288164803
Nrm	0.130757819	0.916953295	-0.840189804	0.101091373	-0.709431985	0.198705258
Nrn1	4.704516749	NA	-4.074959332	0.130042168	0.629557417	0.837683203
Nrn1l	-1.085402846	NA	1.197893231	0.400233786	0.112490385	0.943461547
Nrp	-0.402942091	NA	0.271309812	0.749452537	-0.131632279	0.878330429
Nrp1	-0.248589826	0.482361992	-1.65453128	2.18E-25	-1.903121106	6.49E-29
Nrp2	-0.160276514	0.685056348	-1.161612572	3.00E-12	-1.321889086	3.73E-14
Nrros	0.050408161	0.939493793	-0.434539942	0.1066895	-0.384131781	0.170732697
Nrsn1	-0.014042511	0.973875383	-0.302757752	0.065763382	-0.316800263	0.067054203
Nrtn	0.33204869	0.248893191	-0.313465912	0.04720829	0.018582777	0.928427234
Nrxn1	-0.621290267	1.76E-06	-0.278455237	0.000953334	-0.899745504	8.80E-27
Nrxn2	-0.847808059	0.306791463	-0.374583246	0.445507424	-1.222391305	0.008135739
Nrxn3	-2.06177527	NA	1.17425295	0.349599863	-0.88752232	0.470873546
Nsa2	0.108136034	0.511331981	0.021410594	0.836682332	0.129546628	0.140415348
Nsd1	-0.345016378	0.007149367	-0.127909277	0.125060431	-0.472925655	1.64E-09
Nsdhl	-0.434925697	0.026346858	0.396844826	0.000407196	-0.038080871	0.800951994
Nsf	-0.037766373	0.805535178	-0.270312578	1.29E-05	-0.308078951	2.22E-06
Nsfl1c	0.194619062	0.115730987	0.287717722	1.82E-05	0.482336784	3.05E-12
Nsg1	-1.353955995	0.106637445	-0.158114684	0.791650169	-1.512070679	0.0025397
Nsg2	-1.958666985	0.129819971	1.055397844	0.168891468	-0.90326914	0.280222625
Nsl1	0.220845503	NA	-0.306703993	0.782316713	-0.08585849	0.940393165
Nsmaf	-0.112892643	0.528625677	-0.100411292	0.296438035	-0.213303935	0.019408226
Nsmce1	0.66513551	6.91E-06	0.145113371	0.166032966	0.810248881	1.61E-17
Nsmce2	0.241246463	0.337404808	0.231485886	0.086783985	0.472732349	0.000428179
Nsmce4a	0.223006413	0.122555811	0.087140419	0.342765827	0.310146833	0.000185183
Nsmf	0.204223277	0.251556268	-0.18059534	0.067175489	0.023627937	0.848268215
Nsun2	0.163800735	0.164823869	0.402269317	4.09E-11	0.566070052	8.25E-19
Nsun3	0.194597095	0.566899664	0.419185551	0.008969184	0.613782646	0.000204909
Nsun4	-0.034363961	0.91350848	0.576142694	1.04E-06	0.541778732	1.52E-05
Nsun5	0.00844379	0.981902069	0.407128727	0.002107769	0.415572517	0.002869639
Nsun6	0.008683724	0.985582812	0.002402336	0.992778888	0.01108606	0.964122805
Nsun7	-0.148113322	NA	-0.568266494	0.594582903	-0.716379816	0.473628705
Nt5c	0.437772828	0.024277732	-0.018408333	0.904539792	0.419364495	0.000414343
Nt5c2	-0.147074634	0.183078809	0.10290645	0.106600469	-0.044168184	0.544769251
Nt5c3	-0.088925534	0.639739226	-0.617770097	2.85E-14	-0.706695631	2.68E-16
Nt5c3b	0.510369511	0.02905295	0.080156133	0.634866689	0.590525644	2.74E-05
Nt5dc1	-0.168051076	0.56820873	0.186214767	0.224369206	0.018163691	0.922605914
Nt5dc2	-0.139576047	0.482497944	-0.731287958	6.94E-16	-0.870864005	1.03E-19
Nt5dc3	-0.298588375	0.005748608	-0.303953078	1.51E-06	-0.602541453	2.76E-20
Nt5e	-1.82068403	NA	-0.104554265	0.943630391	-1.925238295	0.165085662
Nt5m	-0.111984932	0.540734647	-0.070298081	0.489538582	-0.182283012	0.054139015
Ntan1	0.312787595	0.081157002	0.01934534	0.886494372	0.332132935	0.001733138
Ntf3	-0.026090507	NA	-1.198541468	0.622653935	-1.224631975	0.58047839
Nthl1	0.375201264	0.594120484	0.167486395	0.681660989	0.542687659	0.13036768
Ntm	-1.261466787	0.023520273	-0.148310295	0.710168268	-1.409777082	5.28E-05
Ntmt1	0.210547963	0.425784286	0.783090235	3.72E-10	0.993638198	2.07E-14
Ntn1	0.321289389	0.787942425	0.533061199	0.321604328	0.854350588	0.141991059
Ntn3	0.560405903	0.577608607	-1.324992352	0.00415717	-0.764586449	0.149140114
Ntn4	-0.117210366	0.835213194	-0.593732959	0.00912552	-0.710943324	0.003742638
Ntng1	-0.035841496	NA	1.563656029	0.096355868	1.527814534	0.170926103
Ntng2	1.146516181	0.051940146	-0.037717112	0.936432472	1.108799069	0.001477141
Ntpcr	0.59787464	0.012215164	-0.13260358	0.430436152	0.46527106	0.001785812
Ntrk1	0.422949784	0.232168131	-0.846477958	3.88E-06	-0.423528173	0.035419331
Ntrk2	-0.32170443	0.019130104	-0.309931993	0.00010451	-0.631636423	8.55E-15
Ntrk3	-2.40879222	NA	-1.546216797	0.253134488	-3.955009017	0.025278124
Nuak1	-0.379056944	0.023390356	-0.184734998	0.073173219	-0.563791942	2.20E-08
Nuak2	-0.408604095	0.110198143	-0.608396645	1.26E-05	-1.01700074	1.23E-12
Nub1	-0.00144585	0.993547284	0.344206302	1.80E-08	0.342760452	1.42E-07
Nubp1	0.288105121	0.069321994	0.085188975	0.42123196	0.373294096	6.02E-05
Nubp2	0.37715817	0.004237778	0.288785882	0.000257637	0.665944052	9.94E-17
Nubpl	0.317417666	0.40036676	-0.284697417	0.167930443	0.032720249	0.895956853
Nucb1	0.465362759	0.000453832	0.166943791	0.055531172	0.63230655	2.72E-14
Nucb2	0.309813687	0.003640371	0.314476575	5.33E-07	0.624290262	3.37E-22
Nucks1	-0.19428799	0.288639038	0.008156108	0.949862738	-0.186131882	0.074416478
Nudc	0.404959813	0.002570661	0.019646665	0.856756022	0.424606478	3.74E-07
Nudcd1	-0.025581702	0.928974021	1.031232137	8.11E-24	1.005650435	2.75E-20
Nudcd2	0.091842393	0.682868151	-0.032856988	0.799291226	0.058985405	0.634384138
Nudcd3	-0.029006174	0.861014987	-0.130036621	0.063570349	-0.159042796	0.026460145
Nudt1	0.907267148	0.048102545	-0.929080952	0.000427023	-0.021813804	0.952188098
Nudt10	-0.023065405	0.966676796	0.027964658	0.916379173	0.004899253	0.988313272
Nudt11	-0.024122404	0.950708577	-0.480591412	0.001076055	-0.504713816	0.001316613
Nudt12	-0.042963755	0.905344203	-0.164298176	0.302740757	-0.207261932	0.1964488
Nudt13	0.234557927	0.331953732	-0.261136725	0.043468165	-0.026578798	0.870802774
Nudt14	0.206327505	0.354192513	-0.410849258	0.000279232	-0.204521753	0.097774833
Nudt15	-0.183164185	0.832675237	-0.185680247	0.667061178	-0.368844433	0.377664855
Nudt16	0.37072148	0.062350177	-0.431766691	0.000128147	-0.061045211	0.665994501
Nudt16l1	0.42230993	0.00107322	-0.240317975	0.002744322	0.181991954	0.035094718
Nudt17	0.321645126	0.816514586	-1.3719728	0.024272408	-1.050327674	0.082680111
Nudt18	0.172733319	0.31084278	0.443427563	1.56E-07	0.616160881	2.28E-12
Nudt19	0.221236854	0.179187221	-0.2153846	0.018451545	0.005852254	0.962754548
Nudt2	0.349262623	0.243416208	0.268634053	0.112823991	0.617896675	0.000159224
Nudt21	0.136291961	0.78316154	-0.082934264	0.755032807	0.053357696	0.844729437
Nudt22	0.068414965	0.849845756	0.391627969	0.008180166	0.460042934	0.0025397
Nudt3	0.177300864	0.090713255	0.000611326	0.99388972	0.17791219	0.004293615
Nudt4	-0.279513162	0.025608285	-0.382834697	5.42E-08	-0.662347859	2.20E-19
Nudt5	0.212705689	0.213611841	0.243139842	0.008977348	0.455845531	8.55E-07
Nudt6	0.14649403	0.763248446	0.377345472	0.089131176	0.523839502	0.016329617
Nudt7	0.070046145	0.724187679	0.747157139	2.86E-20	0.817203283	2.68E-21
Nudt8	0.569044617	0.015356074	-0.092926662	0.587459418	0.476117955	0.001006748
Nudt9	0.400589935	0.004228986	-0.118910048	0.2077594	0.281679887	0.001544459
Nuf2	1.36169643	NA	1.273889715	0.242948399	2.635586145	0.045036615
Nufip1	-0.111669247	0.637750149	0.503564826	1.17E-06	0.391895579	0.000488822
Nufip2	-0.463480566	0.0111165	-0.085517726	0.510610279	-0.548998292	9.03E-07
Nuggc	-1.764356621	NA	-0.382745277	0.643542462	-2.147101898	0.003991271
Numa1	-0.159645756	0.212120858	-0.217121672	0.001422579	-0.376767429	5.42E-08
Numb	-0.077273866	0.713985362	0.08399734	0.434591501	0.006723474	0.958309011
Numbl	0.256210589	0.177223788	-0.382087211	0.000160631	-0.125876622	0.288273461
Nup107	-0.260893431	0.147315847	-0.105665456	0.350456762	-0.366558886	0.000359324
Nup133	0.085875839	0.759806804	-0.140716747	0.295575927	-0.054840909	0.718048853
Nup153	-0.228789241	0.037556765	0.238527139	0.00013715	0.009737899	0.910284261
Nup155	-0.094577241	0.687843571	-0.10798354	0.367523686	-0.20256078	0.07718872
Nup160	-0.141453664	0.318293874	1.014162127	1.10E-51	0.872708463	8.87E-34
Nup188	0.095740117	0.541199045	0.331525173	3.80E-06	0.42726529	1.14E-08
Nup205	-0.136589554	0.242050353	-0.13963021	0.028449764	-0.276219763	1.26E-05
Nup210	-0.245580095	0.122743822	0.312558352	0.000332204	0.066978257	0.533878019
Nup210l	-0.744508571	0.572987568	0.457360199	0.533394124	-0.287148371	0.714112739
Nup214	-0.131950083	0.42368865	0.072100274	0.450063522	-0.059849809	0.547303771
Nup35	0.167696242	0.603908781	-0.02067671	0.91856792	0.147019532	0.401344467
Nup37	0.06343464	0.889613381	0.670323624	0.000155483	0.733758264	9.98E-05
Nup43	0.509468526	0.061101167	0.701357074	2.85E-06	1.2108256	1.19E-14
Nup50	-0.08743215	0.496748931	0.056194024	0.437957658	-0.031238126	0.689355062
Nup54	0.110457447	0.613180972	0.453974207	2.46E-06	0.564431654	3.31E-08
Nup62	0.219596591	0.149295273	-0.044777113	0.664396865	0.174819478	0.055881221
Nup62cl	2.195832709	NA	-2.332713559	0.169784365	-0.13688085	0.934130584
Nup62-il4i1	1.2020093	NA	-0.846608131	0.24804336	0.355401169	0.658118883
Nup85	0.218800007	0.185610761	-0.180410986	0.054183325	0.038389022	0.735721807
Nup88	-0.115139968	0.408921292	0.105479338	0.162900501	-0.009660629	0.918238373
Nup93	0.170931951	0.29532559	0.307551133	0.000217746	0.478483084	2.41E-08
Nup98	-0.285349011	0.008059988	0.704257173	1.89E-31	0.418908161	1.65E-10
Nupl1	-0.053396525	0.772698009	0.350981594	2.96E-06	0.297585069	0.000240578
Nupl2	0.070655465	0.855477531	0.124614768	0.495289958	0.195270233	0.279684912
Nupr1	1.901387406	3.29E-06	1.39458725	3.99E-08	3.295974655	2.84E-36
Nupr1l	-0.069620946	0.925281623	-0.612619902	0.045904801	-0.682240848	0.023487215
Nus1	-0.123478303	0.447034555	0.44267586	5.48E-09	0.319197556	0.000100587
Nusap1	3.38584133	NA	-0.9206509	0.335713012	2.46519043	0.049235812
Nutf2	0.470102246	0.14911656	0.47695034	0.007913261	0.947052587	2.19E-07
Nvl	-0.202041135	0.366201888	0.22442513	0.0586784	0.022383995	0.881649579
Nwd1	0.460142095	NA	-0.47165718	0.550532308	-0.011515085	0.991453874
Nxf1	-0.136296147	0.406460147	-0.069202216	0.473524796	-0.205498363	0.019022484
Nxf2	-1.270992071	NA	1.111499029	0.397484035	-0.159493042	0.923857836
Nxf3	-2.612430959	NA	-0.029697619	0.987234264	-2.642128578	0.096826393
Nxf7	0.963908422	NA	1.671249287	0.27812307	2.63515771	0.077036022
Nxn	0.364501516	0.14193905	-0.476523252	0.000422988	-0.112021736	0.495052459
Nxnl2	-1.877454743	NA	1.522561777	0.327778995	-0.354892966	0.860631815
Nxpe2	1.003597172	NA	-3.479305754	0.074378736	-2.475708582	0.241001201
Nxpe3	1.024293832	0.098347132	-0.661692999	0.064220483	0.362600833	0.386637801
Nxpe4	-0.361895247	0.412286975	0.487115522	0.032302095	0.125220275	0.646231191
Nxph1	-0.078191132	0.854973941	0.181153245	0.360019812	0.102962112	0.62908742
Nxph3	-0.03934113	0.943299887	-0.433314441	0.044330558	-0.472655571	0.04347674
Nxt1	0.33844674	0.152229971	0.187986877	0.18658734	0.526433617	7.84E-05
Nxt2	-0.247210004	0.390172305	-0.252028796	0.10182476	-0.499238799	0.000935217
Nyap1	-0.728570642	0.049504693	-0.059538751	0.82925843	-0.788109393	0.000471032
Nyap2	-0.578576816	NA	0.398643922	0.584302816	-0.179932894	0.822790376
Nynrin	0.17722288	0.421679457	-0.879539444	7.71E-18	-0.702316565	1.80E-10
Nyx	0.22197741	NA	0.276006772	0.902013808	0.497984182	0.810471985
Oacyl	-0.319562083	0.675256265	-0.608494559	0.088245079	-0.928056642	0.011064797
Oaf	-0.025443862	0.934185611	-1.148703085	5.24E-26	-1.174146947	2.15E-24
Oard1	0.165821682	0.446935931	-0.167018126	0.149292844	-0.001196444	0.99516041
Oas1a	0.489114153	0.330405151	0.374084291	0.172634476	0.863198444	0.001695455
Oas1b	-0.207325533	0.785144492	0.187482644	0.628084186	-0.019842889	0.96470344
Oas1c	-0.209380048	0.736858759	-0.620670391	0.025318793	-0.830050439	0.003504646
Oas1g	-0.256061806	0.748854838	1.000802779	0.003245776	0.744740973	0.047327747
Oas2	-1.697524897	0.074095858	1.121230509	0.037211131	-0.576294388	0.381968512
Oas3	-1.087924794	NA	1.241696511	0.17917106	0.153771718	0.908825184
Oasl1	-0.564347037	0.668073335	-0.459756318	0.508655468	-1.024103355	0.118458177
Oasl2	-1.479768833	0.015840138	0.210087117	0.637112924	-1.269681716	0.000945607
Oat	0.141859552	0.730192998	1.390397317	2.93E-16	1.532256869	3.33E-18
Oaz1	-0.222004765	0.828651154	-0.529741052	0.241226711	-0.751745817	0.112271006
Oaz2	0.226375004	0.077733093	-0.319138269	7.05E-06	-0.092763265	0.266973282
Oaz3	-3.529304691	NA	2.988411038	0.109180448	-0.540893653	0.77634397
Obfc1	0.626700998	0.092506612	-0.266596277	0.257574457	0.360104721	0.122998649
Obscn	1.474534158	NA	-0.459363218	0.651232821	1.01517094	0.305890352
Obsl1	0.545029153	0.005295067	0.024688133	0.874853076	0.569717286	2.49E-06
Ocel1	0.163305388	0.626887751	-0.017009585	0.9352342	0.146295803	0.419860773
Ociad1	0.096113331	0.465750456	0.134756732	0.044016591	0.230870063	0.000544292
