Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,transf log(1/p val),Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers,Pathway name short
R-HSA-749476,RNA Polymerase III Abortive And Retractive Initiation,2,46,0.003228523,0.878149039,,0.878149039,13,13,0.001056224,9606,Homo sapiens,Polr3d;Polr2f,,R-HSA-113442;R-HSA-113449;R-HSA-113705;R-HSA-113454;R-HSA-112149;R-HSA-112055;R-HSA-112150;R-HSA-112054;R-HSA-112153;R-HSA-112152;R-HSA-112155;R-HSA-112156;R-HSA-76060,RNA Polymerase III Abortive And Retractive Initiation
R-HSA-74158,RNA Polymerase III Transcription,2,46,0.003228523,0.878149039,,0.878149039,18,25,0.002031199,9606,Homo sapiens,Polr3d;Polr2f,,R-HSA-113442;R-HSA-113446;R-HSA-113705;R-HSA-113449;R-HSA-113451;R-HSA-113454;R-HSA-112149;R-HSA-112055;R-HSA-112150;R-HSA-112054;R-HSA-112153;R-HSA-112152;R-HSA-76056;R-HSA-83803;R-HSA-112155;R-HSA-83805;R-HSA-76060;R-HSA-112156,RNA Polymerase III Transcription
R-HSA-168276,NS1 Mediated Effects on Host Pathways,2,46,0.003228523,0.878149039,,0.878149039,2,6,4.87E-04,9606,Homo sapiens,Sec13;Pabpn1,,R-HSA-168883;R-HSA-1176059,NS1 Mediated Effects on Host Pathways
R-HSA-5675221,Negative regulation of MAPK pathway,2,46,0.003228523,0.878149039,,0.878149039,3,12,9.75E-04,9606,Homo sapiens,Map2k2;Dusp10,,R-HSA-5675376;R-HSA-5674496;R-HSA-5675373,Negative regulation of MAPK pathway
R-HSA-975576,N-glycan antennae elongation in the medial/trans-Golgi,2,46,0.003228523,0.878149039,,0.878149039,2,14,0.001137472,9606,Homo sapiens,Chst8;St8sia2,,R-HSA-6786034;R-HSA-1022133,N-glycan antennae elongation in the medial/trans-Golgi
R-HSA-68886,M Phase,25,390,0.027372263,0.878299469,,0.878299469,25,66,0.005362366,9606,Homo sapiens,Psmb5;Psmb4;Tubb5;Psmb6;Tubb3;Tuba1b;Tubb2b;Tuba1a;Tubb2a;Rcc2;Tubb1;Tuba1c;Rpn1;Vrk1;Mad1l1;Lmna;Sec13;Hist1h4i;Tuba4a;Rangap1;Tubb4b;Tubb4a;Tubg1,,R-HSA-2245218;R-HSA-375302;R-HSA-2288097;R-HSA-2467809;R-HSA-5229194;R-HSA-2467811;R-HSA-2993898;R-HSA-1638803;R-HSA-2294574;R-HSA-2990880;R-HSA-2990882;R-HSA-2995389;R-HSA-2294580;R-HSA-380316;R-HSA-380508;R-HSA-2468287;R-HSA-2294590;R-HSA-2995376;R-HSA-2172678;R-HSA-2294600;R-HSA-5244669;R-HSA-2484822;R-HSA-2301205;R-HSA-174202;R-HSA-1638821,M Phase
R-HSA-109581,Apoptosis,11,189,0.01326502,0.88004345,,0.88004345,19,141,0.011455964,9606,Homo sapiens,Psmb5;Lmna;Psmb4;Psmb6;Rpn1;Dapk3;Cad;Bcl2;Ticam1;Plec,,R-HSA-211715;R-HSA-2562564;R-HSA-211239;R-HSA-211207;R-HSA-508163;R-HSA-211206;R-HSA-264865;R-HSA-201637;R-HSA-418849;R-HSA-9029667;R-HSA-211247;R-HSA-6790025;R-HSA-211186;R-HSA-114352;R-HSA-211191;R-HSA-211190;R-HSA-211193;R-HSA-211224;R-HSA-139897,Apoptosis
R-HSA-73772,RNA Polymerase I Promoter Escape,3,64,0.004491859,0.880694315,,0.880694315,2,2,1.62E-04,9606,Homo sapiens,Hist1h4i;Taf1c;Polr2f,,R-HSA-73769;R-HSA-74986,RNA Polymerase I Promoter Escape
R-HSA-1912422,Pre-NOTCH Expression and Processing,6,113,0.007930938,0.880984865,,0.880984865,19,38,0.003087423,9606,Homo sapiens,Hist1h4i;Notch2;Sirt6;Mamld1,,R-HSA-1912349;R-HSA-1912413;R-HSA-1912415;R-HSA-9017835;R-HSA-1912382;R-HSA-1912379;R-HSA-1912378;R-HSA-1912372;R-HSA-1912407;R-HSA-1912374;R-HSA-1912369;R-HSA-9604831;R-HSA-9604829;R-HSA-9604834;R-HSA-1912367;R-HSA-1912353;R-HSA-1912416;R-HSA-1912352;R-HSA-1912355,Pre-NOTCH Expression and Processing
R-HSA-5654719,SHC-mediated cascade:FGFR4,1,27,0.001895003,0.881849669,,0.881849669,4,4,3.25E-04,9606,Homo sapiens,Klb,,R-HSA-5654423;R-HSA-5654428;R-HSA-5654426;R-HSA-5654425,SHC-mediated cascade:FGFR4
R-HSA-442982,Ras activation upon Ca2+ influx through NMDA receptor,1,27,0.001895003,0.881849669,,0.881849669,2,2,1.62E-04,9606,Homo sapiens,Grin1,,R-HSA-442732;R-HSA-442760,Ras activation upon Ca2+ influx through NMDA receptor
R-HSA-1296041,Activation of G protein gated Potassium channels,1,27,0.001895003,0.881849669,,0.881849669,2,3,2.44E-04,9606,Homo sapiens,Kcnj3,,R-HSA-1013020;R-HSA-1013012,Activation of G protein gated Potassium channels
R-HSA-1296059,G protein gated Potassium channels,1,27,0.001895003,0.881849669,,0.881849669,2,3,2.44E-04,9606,Homo sapiens,Kcnj3,,R-HSA-1013020;R-HSA-1013012,G protein gated Potassium channels
R-HSA-997272,Inhibition  of voltage gated Ca2+ channels via Gbeta/gamma subunits,1,27,0.001895003,0.881849669,,0.881849669,2,3,2.44E-04,9606,Homo sapiens,Kcnj3,,R-HSA-1013020;R-HSA-1013012,Inhibition  of voltage gated Ca2+ channels via Gbeta/gamma subunits
R-HSA-193048,Androgen biosynthesis,1,27,0.001895003,0.881849669,,0.881849669,4,7,5.69E-04,9606,Homo sapiens,Pomc,,R-HSA-193073;R-HSA-193064;R-HSA-469659;R-HSA-193070,Androgen biosynthesis
R-HSA-9617324,Negative regulation of NMDA receptor-mediated neuronal transmission,1,27,0.001895003,0.881849669,,0.881849669,1,4,3.25E-04,9606,Homo sapiens,Grin1,,R-HSA-9617326,Negative regulation of NMDA receptor-mediated neuronal transmission
R-HSA-8876384,Listeria monocytogenes entry into host cells,1,27,0.001895003,0.881849669,,0.881849669,2,13,0.001056224,9606,Homo sapiens,Sh3gl1,,R-HSA-8876262;R-HSA-8876255,Listeria monocytogenes entry into host cells
R-HSA-194002,Glucocorticoid biosynthesis,1,27,0.001895003,0.881849669,,0.881849669,1,9,7.31E-04,9606,Homo sapiens,Pomc,,R-HSA-193997,Glucocorticoid biosynthesis
R-HSA-209968,Thyroxine biosynthesis,1,27,0.001895003,0.881849669,,0.881849669,1,11,8.94E-04,9606,Homo sapiens,Dio2,,R-HSA-209772,Thyroxine biosynthesis
R-HSA-167172,Transcription of the HIV genome,4,81,0.005685008,0.881879285,,0.881879285,46,47,0.003818655,9606,Homo sapiens,Supt5;Tceb2;Polr2f;Nelfe,,R-HSA-167111;R-HSA-167115;R-HSA-167113;R-HSA-167118;R-HSA-167181;R-HSA-167117;R-HSA-170706;R-HSA-170704;R-HSA-167121;R-HSA-167191;R-HSA-167130;R-HSA-167192;R-HSA-167128;R-HSA-167134;R-HSA-167196;R-HSA-167197;R-HSA-167133;R-HSA-9613490;R-HSA-167459;R-HSA-167072;R-HSA-167136;R-HSA-167076;R-HSA-167077;R-HSA-9613498;R-HSA-167147;R-HSA-167083;R-HSA-167150;R-HSA-167087;R-HSA-167148;R-HSA-167084;R-HSA-167468;R-HSA-167085;R-HSA-167090;R-HSA-167282;R-HSA-167474;R-HSA-167153;R-HSA-167089;R-HSA-167478;R-HSA-167284;R-HSA-167477;R-HSA-167098;R-HSA-167288;R-HSA-167481;R-HSA-167097;R-HSA-167292;R-HSA-167484,Transcription of the HIV genome
R-HSA-1852241,Organelle biogenesis and maintenance,21,335,0.023512072,0.882988922,,0.882988922,30,86,0.006987325,9606,Homo sapiens,Ift20;Tubb5;Atp5g1;Tubb3;Tuba1b;Tubb2b;Tuba1a;Tubb2a;Tubb1;Tuba1c;Atp5e;Sec16a;Nphp4;Tuba4a;Tubb4b;Tubb4a;Pprc1;Tubg1;Polrmt,,R-HSA-8949580;R-HSA-5625424;R-HSA-5625426;R-HSA-5618328;R-HSA-5617816;R-HSA-5618331;R-HSA-5625421;R-HSA-2466367;R-HSA-5625416;R-HSA-5626699;R-HSA-5624949;R-HSA-5626228;R-HSA-1592249;R-HSA-1592250;R-HSA-1592252;R-HSA-5626227;R-HSA-5624956;R-HSA-5638012;R-HSA-1592243;R-HSA-5626681;R-HSA-5624953;R-HSA-5624952;R-HSA-1592246;R-HSA-5638009;R-HSA-5624954;R-HSA-1592232;R-HSA-5617828;R-HSA-5617825;R-HSA-5626220;R-HSA-5626223,Organelle biogenesis and maintenance
R-HSA-379726,Mitochondrial tRNA aminoacylation,2,47,0.003298709,0.885510399,,0.885510399,2,21,0.001706207,9606,Homo sapiens,Aars2;Sars2,,R-HSA-380177;R-HSA-380239,Mitochondrial tRNA aminoacylation
R-HSA-111996,Ca-dependent events,2,47,0.003298709,0.885510399,,0.885510399,1,26,0.002112447,9606,Homo sapiens,Adcy8;Adcy5,,R-HSA-111930,Ca-dependent events
R-HSA-73884,Base Excision Repair,5,98,0.006878158,0.88563248,,0.88563248,22,104,0.008449789,9606,Homo sapiens,Pold2;Pold1;Fen1;Hist1h4i;Ung,,R-HSA-110368;R-HSA-110371;R-HSA-110215;R-HSA-5649873;R-HSA-110217;R-HSA-5651805;R-HSA-9629497;R-HSA-110349;R-HSA-110157;R-HSA-110156;R-HSA-5651739;R-HSA-5649883;R-HSA-9629372;R-HSA-9629373;R-HSA-5651782;R-HSA-9629216;R-HSA-5651809;R-HSA-9629483;R-HSA-9629195;R-HSA-110363;R-HSA-110364;R-HSA-5651723,Base Excision Repair
R-HSA-174824,"Plasma lipoprotein assembly, remodeling, and clearance",5,98,0.006878158,0.88563248,,0.88563248,15,84,0.006824829,9606,Homo sapiens,Ap2m1;Pcsk9;Lpl;Lsr;Hdlbp,,R-HSA-8855111;R-HSA-8933258;R-HSA-6784676;R-HSA-8933292;R-HSA-6784738;R-HSA-174757;R-HSA-8858252;R-HSA-8857928;R-HSA-6784628;R-HSA-6784735;R-HSA-6784734;R-HSA-6784861;R-HSA-8855131;R-HSA-8855130;R-HSA-6784729,"Plasma lipoprotein assembly, remodeling, and clearance"
R-HSA-3299685,Detoxification of Reactive Oxygen Species,3,65,0.004562044,0.886967007,,0.886967007,5,34,0.002762431,9606,Homo sapiens,Gpx3;Txn2,,R-HSA-3322995;R-HSA-3341397;R-HSA-6799695;R-HSA-3323050;R-HSA-3697894,Detoxification of Reactive Oxygen Species
R-HSA-176408,Regulation of APC/C activators between G1/S and early anaphase,4,82,0.005755194,0.887488255,,0.887488255,1,14,0.001137472,9606,Homo sapiens,Psmb5;Psmb4;Psmb6;Rpn1,,R-HSA-174203,Regulation of APC/C activators between G1/S and early anaphase
R-HSA-163200,"Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.",8,146,0.010247052,0.8895194,,0.8895194,12,29,0.002356191,9606,Homo sapiens,Cox6a1;Atp5g1;Uqcrq;Atp5e;Ndufa13;Uqcr11;Ndufb7,,R-HSA-164834;R-HSA-6799191;R-HSA-164832;R-HSA-163217;R-HSA-6799202;R-HSA-164651;R-HSA-164840;R-HSA-6799197;R-HSA-6799196;R-HSA-6799179;R-HSA-163214;R-HSA-6799178,"Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins."
R-HSA-163125,Post-translational modification: synthesis of GPI-anchored proteins,6,115,0.008071308,0.890531923,,0.890531923,2,16,0.001299968,9606,Homo sapiens,Gpaa1;Mfi2;Cd109;Alpl;Ly6h;Msln,,R-HSA-162836;R-HSA-8940388,Post-translational modification: synthesis of GPI-anchored proteins
R-HSA-373080,Class B/2 (Secretin family receptors),5,99,0.006948344,0.890658799,,0.890658799,5,20,0.001624959,9606,Homo sapiens,Vipr1;Ihh;Gnas;Gcg,,R-HSA-445124;R-HSA-381612;R-HSA-163625;R-HSA-420123;R-HSA-420233,Class B/2 (Secretin family receptors)
R-HSA-5654712,FRS-mediated FGFR4 signaling,1,28,0.001965188,0.890844186,,0.890844186,9,9,7.31E-04,9606,Homo sapiens,Klb,,R-HSA-5654422;R-HSA-5654663;R-HSA-5654658;R-HSA-5654418;R-HSA-8941613;R-HSA-5654655;R-HSA-5654653;R-HSA-5654651;R-HSA-5654664,FRS-mediated FGFR4 signaling
R-HSA-6803529,FGFR2 alternative splicing,1,28,0.001965188,0.890844186,,0.890844186,4,4,3.25E-04,9606,Homo sapiens,Polr2f,,R-HSA-6803527;R-HSA-6803523;R-HSA-6803838;R-HSA-6803836,FGFR2 alternative splicing
R-HSA-429947,Deadenylation of mRNA,1,28,0.001965188,0.890844186,,0.890844186,1,4,3.25E-04,9606,Homo sapiens,Tnks1bp1,,R-HSA-429955,Deadenylation of mRNA
R-HSA-975578,Reactions specific to the complex N-glycan synthesis pathway,1,28,0.001965188,0.890844186,,0.890844186,1,7,5.69E-04,9606,Homo sapiens,Chst8,,R-HSA-6786034,Reactions specific to the complex N-glycan synthesis pathway
R-HSA-2161541,Abacavir metabolism,1,28,0.001965188,0.890844186,,0.890844186,1,7,5.69E-04,9606,Homo sapiens,Guk1,,R-HSA-2162092,Abacavir metabolism
R-HSA-879518,Transport of organic anions,1,28,0.001965188,0.890844186,,0.890844186,1,9,7.31E-04,9606,Homo sapiens,Slco4a1,,R-HSA-879575,Transport of organic anions
R-HSA-418038,Nucleotide-like (purinergic) receptors,1,28,0.001965188,0.890844186,,0.890844186,1,15,0.00121872,9606,Homo sapiens,Adora2a,,R-HSA-418925,Nucleotide-like (purinergic) receptors
R-HSA-9013507,NOTCH3 Activation and Transmission of Signal to the Nucleus,1,28,0.001965188,0.890844186,,0.890844186,1,15,0.00121872,9606,Homo sapiens,Mib2,,R-HSA-9013069,NOTCH3 Activation and Transmission of Signal to the Nucleus
R-HSA-162587,HIV Life Cycle,10,177,0.012422796,0.89151231,,0.89151231,56,115,0.009343516,9606,Homo sapiens,Sec13;Fen1;Ranbp1;Vps37b;Mvb12a;Supt5;Tceb2;Rangap1;Polr2f;Nelfe,,R-HSA-180739;R-HSA-3159227;R-HSA-167181;R-HSA-167191;R-HSA-167192;R-HSA-167196;R-HSA-167197;R-HSA-9613490;R-HSA-167459;R-HSA-167072;R-HSA-167076;R-HSA-165028;R-HSA-167077;R-HSA-9613498;R-HSA-167083;R-HSA-167087;R-HSA-167084;R-HSA-167468;R-HSA-167085;R-HSA-167090;R-HSA-167474;R-HSA-165043;R-HSA-167089;R-HSA-167478;R-HSA-165047;R-HSA-167477;R-HSA-167098;R-HSA-167481;R-HSA-167097;R-HSA-165055;R-HSA-167484;R-HSA-167111;R-HSA-167115;R-HSA-3149434;R-HSA-167113;R-HSA-167118;R-HSA-184269;R-HSA-167117;R-HSA-170706;R-HSA-170704;R-HSA-167121;R-HSA-167130;R-HSA-167128;R-HSA-167134;R-HSA-182876;R-HSA-167133;R-HSA-167136;R-HSA-167147;R-HSA-167150;R-HSA-167148;R-HSA-3159232;R-HSA-167282;R-HSA-167153;R-HSA-167284;R-HSA-167288;R-HSA-167292,HIV Life Cycle
R-HSA-2022377,Metabolism of Angiotensinogen to Angiotensins,2,48,0.003368894,0.892457856,,0.892457856,17,20,0.001624959,9606,Homo sapiens,Ace2;Agt,,R-HSA-2022398;R-HSA-2022399;R-HSA-2022396;R-HSA-2022393;R-HSA-2022383;R-HSA-2022412;R-HSA-2065357;R-HSA-2022381;R-HSA-2022378;R-HSA-2065355;R-HSA-2022379;R-HSA-2022411;R-HSA-2028294;R-HSA-2022405;R-HSA-2022403;R-HSA-2022368;R-HSA-8851929,Metabolism of Angiotensinogen to Angiotensins
R-HSA-69231,Cyclin D associated events in G1,2,48,0.003368894,0.892457856,,0.892457856,11,14,0.001137472,9606,Homo sapiens,Cks1b;Bysl,,R-HSA-8941915;R-HSA-1363328;R-HSA-1363331;R-HSA-8942607;R-HSA-9018017;R-HSA-69227;R-HSA-8942803;R-HSA-1226094;R-HSA-8942836;R-HSA-1226095;R-HSA-8941895,Cyclin D associated events in G1
R-HSA-69236,G1 Phase,2,48,0.003368894,0.892457856,,0.892457856,11,14,0.001137472,9606,Homo sapiens,Cks1b;Bysl,,R-HSA-8941915;R-HSA-1363328;R-HSA-1363331;R-HSA-8942607;R-HSA-9018017;R-HSA-69227;R-HSA-8942803;R-HSA-1226094;R-HSA-8942836;R-HSA-1226095;R-HSA-8941895,G1 Phase
R-HSA-427389,ERCC6 (CSB) and EHMT2 (G9a) positively regulate rRNA expression,2,48,0.003368894,0.892457856,,0.892457856,3,4,3.25E-04,9606,Homo sapiens,Mbd3;Hist1h4i,,R-HSA-427383;R-HSA-427404;R-HSA-427336,ERCC6 (CSB) and EHMT2 (G9a) positively regulate rRNA expression
R-HSA-110313,Translesion synthesis by Y family DNA polymerases bypasses lesions on DNA template,2,48,0.003368894,0.892457856,,0.892457856,2,28,0.002274943,9606,Homo sapiens,Pold2;Pold1,,R-HSA-5653840;R-HSA-5653838,Translesion synthesis by Y family DNA polymerases bypasses lesions on DNA template
R-HSA-1980143,Signaling by NOTCH1,4,83,0.005825379,0.892863216,,0.892863216,14,37,0.003006175,9606,Homo sapiens,Hdac4;Mib2;Dlk1;Mamld1,,R-HSA-4396371;R-HSA-1980078;R-HSA-1980047;R-HSA-1912393;R-HSA-1980074;R-HSA-1912394;R-HSA-4396347;R-HSA-4396379;R-HSA-1912388;R-HSA-1912391;R-HSA-1980130;R-HSA-1980067;R-HSA-4396382;R-HSA-1980065,Signaling by NOTCH1
R-HSA-6782210,Gap-filling DNA repair synthesis and ligation in TC-NER,3,66,0.004632229,0.89294329,,0.89294329,2,2,1.62E-04,9606,Homo sapiens,Pold2;Pold1;Polr2f,,R-HSA-6782227;R-HSA-6782208,Gap-filling DNA repair synthesis and ligation in TC-NER
R-HSA-162599,Late Phase of HIV Life Cycle,9,163,0.011440202,0.896045915,,0.896045915,55,77,0.006256094,9606,Homo sapiens,Sec13;Ranbp1;Vps37b;Mvb12a;Supt5;Tceb2;Rangap1;Polr2f;Nelfe,,R-HSA-180739;R-HSA-3159227;R-HSA-167181;R-HSA-167191;R-HSA-167192;R-HSA-167196;R-HSA-167197;R-HSA-9613490;R-HSA-167459;R-HSA-167072;R-HSA-167076;R-HSA-165028;R-HSA-167077;R-HSA-9613498;R-HSA-167083;R-HSA-167087;R-HSA-167084;R-HSA-167468;R-HSA-167085;R-HSA-167090;R-HSA-167474;R-HSA-165043;R-HSA-167089;R-HSA-167478;R-HSA-165047;R-HSA-167477;R-HSA-167098;R-HSA-167481;R-HSA-167097;R-HSA-165055;R-HSA-167484;R-HSA-167111;R-HSA-167115;R-HSA-3149434;R-HSA-167113;R-HSA-167118;R-HSA-184269;R-HSA-167117;R-HSA-170706;R-HSA-170704;R-HSA-167121;R-HSA-167130;R-HSA-167128;R-HSA-167134;R-HSA-167133;R-HSA-167136;R-HSA-167147;R-HSA-167150;R-HSA-167148;R-HSA-3159232;R-HSA-167282;R-HSA-167153;R-HSA-167284;R-HSA-167288;R-HSA-167292,Late Phase of HIV Life Cycle
R-HSA-9020591,Interleukin-12 signaling,4,84,0.005895564,0.898011631,,0.898011631,2,56,0.004549886,9606,Homo sapiens,Rplp0;Bola2,,R-HSA-8950344;R-HSA-8950322,Interleukin-12 signaling
R-HSA-9033241,Peroxisomal protein import,3,67,0.004702414,0.898634483,,0.898634483,10,26,0.002112447,9606,Homo sapiens,Acox2;Tysnd1;Slc27a2,,R-HSA-9033529;R-HSA-9033515;R-HSA-9033530;R-HSA-9033233;R-HSA-9033520;R-HSA-9033235;R-HSA-9033490;R-HSA-9033506;R-HSA-9033236;R-HSA-9033524,Peroxisomal protein import
R-HSA-73817,Purine ribonucleoside monophosphate biosynthesis,2,49,0.003439079,0.899011739,,0.899011739,4,17,0.001381215,9606,Homo sapiens,Impdh1;Gart,,R-HSA-73810;R-HSA-73794;R-HSA-73813;R-HSA-73814,Purine ribonucleoside monophosphate biosynthesis
R-HSA-164952,The role of Nef in HIV-1 replication and disease pathogenesis,1,29,0.002035373,0.899154533,,0.899154533,8,20,0.001624959,9606,Homo sapiens,Ap2m1,,R-HSA-167601;R-HSA-167537;R-HSA-167633;R-HSA-182198;R-HSA-167637;R-HSA-182186;R-HSA-182171;R-HSA-167597,The role of Nef in HIV-1 replication and disease pathogenesis
R-HSA-444209,Free fatty acid receptors,1,29,0.002035373,0.899154533,,0.899154533,1,5,4.06E-04,9606,Homo sapiens,Ffar4,,R-HSA-444191,Free fatty acid receptors
R-HSA-446210,Synthesis of UDP-N-acetyl-glucosamine,1,29,0.002035373,0.899154533,,0.899154533,1,7,5.69E-04,9606,Homo sapiens,Pgm3,,R-HSA-446185,Synthesis of UDP-N-acetyl-glucosamine
R-HSA-1369062,ABC transporters in lipid homeostasis,1,29,0.002035373,0.899154533,,0.899154533,1,11,8.94E-04,9606,Homo sapiens,Abcg4,,R-HSA-1454928,ABC transporters in lipid homeostasis
R-HSA-9018682,Biosynthesis of maresins,1,29,0.002035373,0.899154533,,0.899154533,1,13,0.001056224,9606,Homo sapiens,Cyp3a13,,R-HSA-9027043,Biosynthesis of maresins
R-HSA-982772,Growth hormone receptor signaling,1,29,0.002035373,0.899154533,,0.899154533,1,28,0.002274943,9606,Homo sapiens,Irs2,,R-HSA-1168423,Growth hormone receptor signaling
R-HSA-6781827,Transcription-Coupled Nucleotide Excision Repair (TC-NER),4,85,0.00596575,0.9029409,,0.9029409,16,16,0.001299968,9606,Homo sapiens,Pold2;Pold1;Csn3;Polr2f,,R-HSA-6782211;R-HSA-6782208;R-HSA-6781824;R-HSA-6781867;R-HSA-6781833;R-HSA-6782069;R-HSA-6782004;R-HSA-6782227;R-HSA-6782131;R-HSA-6782224;R-HSA-6781840;R-HSA-6782141;R-HSA-6782204;R-HSA-6781818;R-HSA-6782138;R-HSA-6782234,Transcription-Coupled Nucleotide Excision Repair (TC-NER)
R-HSA-416482,G alpha (12/13) signalling events,4,85,0.00596575,0.9029409,,0.9029409,6,14,0.001137472,9606,Homo sapiens,Tiam1;Adra1a;Arhgef1,,R-HSA-751019;R-HSA-114544;R-HSA-114548;R-HSA-751027;R-HSA-419166;R-HSA-751029,G alpha (12/13) signalling events
R-HSA-8878159,Transcriptional regulation by RUNX3,6,118,0.008281864,0.903627205,,0.903627205,8,47,0.003818655,9606,Homo sapiens,Psmb5;Psmb4;Hdac4;Psmb6;Rpn1;Mamld1,,R-HSA-8952408;R-HSA-1980047;R-HSA-8878243;R-HSA-8952062;R-HSA-4396347;R-HSA-8878237;R-HSA-8878220;R-HSA-8952069,Transcriptional regulation by RUNX3
R-HSA-6782135,Dual incision in TC-NER,3,68,0.0047726,0.904051705,,0.904051705,6,6,4.87E-04,9606,Homo sapiens,Pold2;Pold1;Polr2f,,R-HSA-6782211;R-HSA-6782131;R-HSA-6782224;R-HSA-6782141;R-HSA-6782204;R-HSA-6782138,Dual incision in TC-NER
R-HSA-2894858,Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer,3,68,0.0047726,0.904051705,,0.904051705,13,21,0.001706207,9606,Homo sapiens,Hdac4;Mib2;Mamld1,,R-HSA-2220964;R-HSA-2220966;R-HSA-2220971;R-HSA-4396393;R-HSA-4396392;R-HSA-4396402;R-HSA-2900765;R-HSA-4396401;R-HSA-2220979;R-HSA-2220981;R-HSA-2220982;R-HSA-2220985;R-HSA-2220957,Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer
R-HSA-2644602,Signaling by NOTCH1 PEST Domain Mutants in Cancer,3,68,0.0047726,0.904051705,,0.904051705,13,21,0.001706207,9606,Homo sapiens,Hdac4;Mib2;Mamld1,,R-HSA-2220964;R-HSA-2769007;R-HSA-2220966;R-HSA-2220971;R-HSA-4396393;R-HSA-4396392;R-HSA-4396402;R-HSA-4396401;R-HSA-2220979;R-HSA-2220981;R-HSA-2220982;R-HSA-2220985;R-HSA-2220957,Signaling by NOTCH1 PEST Domain Mutants in Cancer
R-HSA-2894862,Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants,3,68,0.0047726,0.904051705,,0.904051705,13,21,0.001706207,9606,Homo sapiens,Hdac4;Mib2;Mamld1,,R-HSA-2220964;R-HSA-2220966;R-HSA-2220971;R-HSA-4396393;R-HSA-4396392;R-HSA-4396402;R-HSA-2900765;R-HSA-4396401;R-HSA-2220979;R-HSA-2220981;R-HSA-2220982;R-HSA-2220985;R-HSA-2220957,Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants
R-HSA-2644606,Constitutive Signaling by NOTCH1 PEST Domain Mutants,3,68,0.0047726,0.904051705,,0.904051705,13,21,0.001706207,9606,Homo sapiens,Hdac4;Mib2;Mamld1,,R-HSA-2220964;R-HSA-2769007;R-HSA-2220966;R-HSA-2220971;R-HSA-4396393;R-HSA-4396392;R-HSA-4396402;R-HSA-4396401;R-HSA-2220979;R-HSA-2220981;R-HSA-2220982;R-HSA-2220985;R-HSA-2220957,Constitutive Signaling by NOTCH1 PEST Domain Mutants
R-HSA-2644603,Signaling by NOTCH1 in Cancer,3,68,0.0047726,0.904051705,,0.904051705,15,39,0.003168671,9606,Homo sapiens,Hdac4;Mib2;Mamld1,,R-HSA-2220964;R-HSA-2769007;R-HSA-2220966;R-HSA-2737728;R-HSA-2220971;R-HSA-4396393;R-HSA-4396392;R-HSA-4396402;R-HSA-2900765;R-HSA-4396401;R-HSA-2220979;R-HSA-2220981;R-HSA-2220982;R-HSA-2220985;R-HSA-2220957,Signaling by NOTCH1 in Cancer
R-HSA-4615885,SUMOylation of DNA replication proteins,2,50,0.003509264,0.905191681,,0.905191681,2,8,6.50E-04,9606,Homo sapiens,Sec13;Rangap1,,R-HSA-5228525;R-HSA-4655355,SUMOylation of DNA replication proteins
R-HSA-168253,Host Interactions with Influenza Factors,2,50,0.003509264,0.905191681,,0.905191681,2,8,6.50E-04,9606,Homo sapiens,Sec13;Pabpn1,,R-HSA-168883;R-HSA-1176059,Host Interactions with Influenza Factors
